gene1,gene2
IL1R1,IL1RL1
IL1R1,IL1RL2
IL1R2,IL1R1
IL1R2,IL1RAP
IL1R2,IL1RAPL1
IL1R2,IL1RAPL2
IL1R2,IL1RL2
IL1RAP,IL18R1
IL1RAP,IL18RAP
IL1RAP,IL1R1
IL1RAP,IL1R2
IL1RAP,IL1RAPL1
IL1RAP,IL1RAPL2
IL1RAP,IL1RL1
IL1RAP,IL1RL2
IL1RAPL1,IL18R1
IL1RAPL1,IL18RAP
IL1RAPL1,IL1R1
IL1RAPL1,IL1R2
IL1RAPL1,IL1RAP
IL1RAPL1,IL1RAPL2
IL1RAPL1,IL1RL1
IL1RAPL1,IL1RL2
IL1RAPL1,SIGIRR
IL1RAPL2,IL18R1
IL1RAPL2,IL18RAP
IL1RAPL2,IL1R1
IL1RAPL2,IL1R2
IL1RAPL2,IL1RAP
IL1RAPL2,IL1RAPL1
IL1RAPL2,IL1RL1
IL1RAPL2,IL1RL2
IL1RAPL2,SIGIRR
IL1RL1,IL18R1
IL1RL1,IL18RAP
IL1RL1,IL1R1
IL1RL1,IL1RAP
IL1RL1,IL1RAPL1
IL1RL1,IL1RAPL2
IL1RL1,IL1RL2
IL1RL2,IL18R1
IL1RL2,IL18RAP
IL1RL2,IL1R1
IL1RL2,IL1R2
IL1RL2,IL1RAP
IL1RL2,IL1RAPL1
IL1RL2,IL1RAPL2
IL1RL2,IL1RL1
IL1RN,IL36RN
IL20,IL19
IL20,IL24
IL24,IL19
IL24,IL20
IL36A,IL36G
IL36A,IL37
IL36G,IL36A
IL36G,IL37
IL36RN,IL1RN
IL37,IL36A
IL37,IL36G
IL3RA,CSF2RA
IL5RA,IL13RA2
IL6R,CNTFR
IL6R,EBI3
IL6R,IL11RA
IL6ST,CSF3R
ILF2,ILF3
ILF2,ZFR
ILF2,ZFR2
ILF3,ILF2
ILF3,ZFR
ILF3,ZFR2
ILK,TNNI3K
ILKAP,PPM1E
ILKAP,PPM1F
ILKAP,PPM1L
IMPA1,IMPA2
IMPA2,IMPA1
IMPDH1,GMPR
IMPDH1,GMPR2
IMPDH1,IMPDH2
IMPDH2,GMPR
IMPDH2,GMPR2
IMPDH2,IMPDH1
IMPG1,IMPG2
IMPG2,IMPG1
INA,DES
INA,GFAP
INA,LMNA
INA,LMNB1
INA,LMNB2
INA,NEFH
INA,NEFM
INA,PRPH
INA,VIM
INAVA,FRMD4A
INAVA,FRMD4B
INF2,DAAM1
INF2,DAAM2
INF2,DIAPH1
INF2,DIAPH2
INF2,FMNL1
ING1,ING2
ING1,ING4
ING2,ING1
ING2,ING3
ING2,ING4
ING3,ING2
ING3,ING4
ING4,ING1
ING4,ING2
ING4,ING3
INHBA,GDF11
INHBA,INHBB
INHBA,INHBC
INHBA,INHBE
INHBA,MSTN
INHBA,TGFB1
INHBB,GDF11
INHBB,INHBA
INHBB,INHBC
INHBB,INHBE
INHBB,MSTN
INHBC,GDF11
INHBC,INHBA
INHBC,INHBB
INHBC,INHBE
INHBC,MSTN
INHBE,GDF11
INHBE,INHBA
INHBE,INHBB
INHBE,INHBC
INHBE,MSTN
INHBE,TGFB1
INHBE,TGFB3
INO80D,KANSL2
INPP1,BPNT1
INPP4A,INPP4B
INPP4B,INPP4A
INPP5B,INPP5J
INPP5B,INPP5K
INPP5B,OCRL
INPP5B,SYNJ1
INPP5B,SYNJ2
INPP5D,INPP5K
INPP5D,INPPL1
INPP5E,INPPL1
INPP5E,SYNJ1
INPP5E,SYNJ2
INPP5F,SACM1L
INPP5J,INPP5B
INPP5J,INPP5K
INPP5K,INPP5B
INPP5K,INPP5D
INPP5K,INPP5J
INPP5K,INPPL1
INPP5K,OCRL
INPP5K,SYNJ1
INPP5K,SYNJ2
INPPL1,INPP5D
INPPL1,INPP5E
INPPL1,INPP5K
INPPL1,RNF185
INSIG1,INSIG2
INSIG2,INSIG1
INSR,DDR2
INSR,IGF1R
INSR,INSRR
INSR,LTK
INSR,NTRK1
INSR,NTRK2
INSR,NTRK3
INSR,ROS1
INSRR,IGF1R
INSRR,INSR
INSRR,LTK
INSRR,MUSK
INSRR,NTRK1
INSRR,NTRK2
INSRR,NTRK3
INSRR,ROS1
INVS,ANK1
INVS,ANK2
INVS,ANK3
IP6K1,IP6K2
IP6K1,IPMK
IP6K2,IP6K1
IP6K2,IPMK
IPCEF1,CNKSR1
IPCEF1,CNKSR2
IPMK,IP6K1
IPMK,IP6K2
IPO13,TNPO3
IPO5,RANBP6
IPO7,IPO8
IPO8,IPO7
IPP,KEAP1
IPP,KLHL1
IPP,KLHL12
IPP,KLHL18
IPP,KLHL2
IPP,KLHL20
IPP,KLHL28
IPP,KLHL3
IPP,KLHL4
IQGAP1,IQGAP2
IQGAP2,IQGAP1
IQSEC1,CYTH1
IQSEC1,CYTH2
IQSEC1,CYTH3
IQSEC1,CYTH4
IQSEC1,IQSEC2
IQSEC1,IQSEC3
IQSEC2,CYTH1
IQSEC2,CYTH2
IQSEC2,CYTH3
IQSEC2,CYTH4
IQSEC2,IQSEC1
IQSEC2,IQSEC3
IQSEC3,CYTH1
IQSEC3,CYTH2
IQSEC3,CYTH3
IQSEC3,CYTH4
IQSEC3,IQSEC1
IQSEC3,IQSEC2
IRAK1,IRAK2
IRAK1,IRAK3
IRAK1,IRAK4
IRAK2,IRAK1
IRAK2,IRAK3
IRAK2,IRAK4
IRAK3,IRAK1
IRAK3,IRAK2
IRAK3,IRAK4
IRAK4,IRAK1
IRAK4,IRAK2
IRAK4,IRAK3
IREB2,ACO1
IREB2,ACO2
IRF1,IRF2
IRF1,IRF4
IRF1,IRF5
IRF1,IRF6
IRF1,IRF8
IRF2,IRF1
IRF2,IRF4
IRF2,IRF5
IRF2,IRF6
IRF3,IRF4
IRF3,IRF5
IRF3,IRF6
IRF3,IRF7
IRF3,IRF8
IRF4,IRF1
IRF4,IRF2
IRF4,IRF3
IRF4,IRF5
IRF4,IRF6
IRF4,IRF7
IRF4,IRF8
IRF4,IRF9
IRF5,IRF1
IRF5,IRF2
IRF5,IRF3
IRF5,IRF4
IRF5,IRF6
IRF5,IRF7
IRF5,IRF8
IRF5,IRF9
IRF6,IRF1
IRF6,IRF2
IRF6,IRF3
IRF6,IRF4
IRF6,IRF5
IRF6,IRF7
IRF6,IRF8
IRF6,IRF9
IRF7,IRF3
IRF7,IRF4
IRF7,IRF5
IRF7,IRF6
IRF7,IRF8
IRF7,IRF9
IRF8,IRF1
IRF8,IRF3
IRF8,IRF4
IRF8,IRF5
IRF8,IRF6
IRF8,IRF7
IRF8,IRF9
IRF9,IRF4
IRF9,IRF5
IRF9,IRF6
IRF9,IRF7
IRF9,IRF8
IRGC,IRGM
IRGM,IRGC
IRS1,IRS2
IRS2,IRS1
IRX4,IRX5
IRX4,MKX
IRX5,IRX4
ISG15,UBB
ISG15,UBC
ISG20,AEN
ISG20,ISG20L2
ISG20,REXO4
ISG20L2,AEN
ISG20L2,ISG20
ISG20L2,REXO4
ISL1,LHX1
ISL1,LHX2
ISL1,LHX3
ISL1,LHX4
ISL1,LHX5
ISL1,LHX6
ISL1,LHX8
ISL1,LHX9
ISL1,LMO1
ISL1,LMO2
ISL1,LMO3
ISL1,LMO4
ISL1,LMX1B
ISLR,LRIT1
ISOC1,ISOC2
ISOC2,ISOC1
ISX,CRX
ISX,MIXL1
ISX,OTX1
ISX,OTX2
ISX,PROP1
ISX,PRRX1
ISX,PRRX2
ISX,SHOX
ISX,SHOX2
ITCH,HECW1
ITCH,NEDD4
ITCH,NEDD4L
ITCH,SMURF1
ITCH,SMURF2
ITCH,WWP1
ITCH,WWP2
ITGA1,ITGA10
ITGA1,ITGA2
ITGA1,ITGAE
ITGA1,ITGAL
ITGA1,ITGAM
ITGA1,ITGAX
ITGA10,ITGA1
ITGA10,ITGA2
ITGA10,ITGAE
ITGA10,ITGAL
ITGA10,ITGAM
ITGA10,ITGAX
ITGA2,ITGA1
ITGA2,ITGA10
ITGA2,ITGAE
ITGA2,ITGAL
ITGA2,ITGAM
ITGA2,ITGAX
ITGA2B,ITGA3
ITGA2B,ITGA4
ITGA2B,ITGA5
ITGA2B,ITGA6
ITGA2B,ITGA7
ITGA2B,ITGA8
ITGA2B,ITGA9
ITGA2B,ITGAV
ITGA3,ITGA2B
ITGA3,ITGA4
ITGA3,ITGA5
ITGA3,ITGA6
ITGA3,ITGA7
ITGA3,ITGA8
ITGA3,ITGA9
ITGA3,ITGAV
ITGA4,ITGA2B
ITGA4,ITGA3
ITGA4,ITGA5
ITGA4,ITGA6
ITGA4,ITGA7
ITGA4,ITGA8
ITGA4,ITGA9
ITGA4,ITGAV
ITGA5,ITGA2B
ITGA5,ITGA3
ITGA5,ITGA4
ITGA5,ITGA6
ITGA5,ITGA7
ITGA5,ITGA8
ITGA5,ITGA9
ITGA5,ITGAV
ITGA6,ITGA2B
ITGA6,ITGA3
ITGA6,ITGA4
ITGA6,ITGA5
ITGA6,ITGA7
ITGA6,ITGA8
ITGA6,ITGA9
ITGA6,ITGAV
ITGA7,ITGA2B
ITGA7,ITGA3
ITGA7,ITGA4
ITGA7,ITGA5
ITGA7,ITGA6
ITGA7,ITGA8
ITGA7,ITGA9
ITGA7,ITGAV
ITGA8,ITGA2B
ITGA8,ITGA3
ITGA8,ITGA4
ITGA8,ITGA5
ITGA8,ITGA6
ITGA8,ITGA7
ITGA8,ITGA9
ITGA8,ITGAV
ITGA9,ITGA2B
ITGA9,ITGA3
ITGA9,ITGA4
ITGA9,ITGA5
ITGA9,ITGA6
ITGA9,ITGA7
ITGA9,ITGA8
ITGA9,ITGAV
ITGAE,ITGA1
ITGAE,ITGA10
ITGAE,ITGA2
ITGAE,ITGAL
ITGAE,ITGAM
ITGAE,ITGAX
ITGAL,ITGA1
ITGAL,ITGA10
ITGAL,ITGA2
ITGAL,ITGAE
ITGAL,ITGAM
ITGAL,ITGAX
ITGAM,ITGA1
ITGAM,ITGA10
ITGAM,ITGA2
ITGAM,ITGAE
ITGAM,ITGAL
ITGAM,ITGAX
ITGAV,ITGA2B
ITGAV,ITGA3
ITGAV,ITGA4
ITGAV,ITGA5
ITGAV,ITGA6
ITGAV,ITGA7
ITGAV,ITGA8
ITGAV,ITGA9
ITGAX,ITGA1
ITGAX,ITGA10
ITGAX,ITGA2
ITGAX,ITGAE
ITGAX,ITGAL
ITGAX,ITGAM
ITGB1,ITGB2
ITGB1,ITGB3
ITGB1,ITGB4
ITGB1,ITGB5
ITGB1,ITGB6
ITGB1,ITGB7
ITGB1,ITGB8
ITGB1,ITGBL1
ITGB1BP2,CHORDC1
ITGB2,ITGB1
ITGB2,ITGB3
ITGB2,ITGB4
ITGB2,ITGB5
ITGB2,ITGB6
ITGB2,ITGB7
ITGB2,ITGB8
ITGB2,ITGBL1
ITGB3,ITGB1
ITGB3,ITGB2
ITGB3,ITGB4
ITGB3,ITGB5
ITGB3,ITGB6
ITGB3,ITGB7
ITGB3,ITGB8
ITGB3,ITGBL1
ITGB4,ITGB1
ITGB4,ITGB2
ITGB4,ITGB3
ITGB4,ITGB5
ITGB4,ITGB6
ITGB4,ITGB7
ITGB4,ITGB8
ITGB4,ITGBL1
ITGB5,ITGB1
ITGB5,ITGB2
ITGB5,ITGB3
ITGB5,ITGB4
ITGB5,ITGB6
ITGB5,ITGB7
ITGB5,ITGB8
ITGB5,ITGBL1
ITGB6,ITGB1
ITGB6,ITGB2
ITGB6,ITGB3
ITGB6,ITGB4
ITGB6,ITGB5
ITGB6,ITGB7
ITGB6,ITGB8
ITGB6,ITGBL1
ITGB7,ITGB1
ITGB7,ITGB2
ITGB7,ITGB3
ITGB7,ITGB4
ITGB7,ITGB5
ITGB7,ITGB6
ITGB7,ITGB8
ITGB7,ITGBL1
ITGB8,ITGB1
ITGB8,ITGB2
ITGB8,ITGB3
ITGB8,ITGB4
ITGB8,ITGB5
ITGB8,ITGB6
ITGB8,ITGB7
ITGB8,ITGBL1
ITGBL1,ITGB1
ITGBL1,ITGB2
ITGBL1,ITGB3
ITGBL1,ITGB4
ITGBL1,ITGB5
ITGBL1,ITGB6
ITGBL1,ITGB7
ITGBL1,ITGB8
ITIH1,ITIH2
ITIH1,ITIH3
ITIH1,ITIH4
ITIH1,ITIH5
ITIH2,ITIH1
ITIH2,ITIH3
ITIH2,ITIH4
ITIH2,ITIH5
ITIH3,ITIH1
ITIH3,ITIH2
ITIH3,ITIH4
ITIH3,ITIH5
ITIH4,ITIH1
ITIH4,ITIH2
ITIH4,ITIH3
ITIH4,ITIH5
ITIH5,ITIH1
ITIH5,ITIH2
ITIH5,ITIH3
ITIH5,ITIH4
ITK,ABL1
ITK,ABL2
ITK,BMX
ITK,BTK
ITK,CSK
ITK,FER
ITK,FES
ITK,MATK
ITK,TEC
ITK,TXK
ITM2A,ITM2B
ITM2A,ITM2C
ITM2B,ITM2A
ITM2B,ITM2C
ITM2C,ITM2A
ITM2C,ITM2B
ITPKA,ITPKB
ITPKA,ITPKC
ITPKB,ITPKA
ITPKB,ITPKC
ITPKC,ITPKA
ITPKC,ITPKB
ITPR1,ITPR2
ITPR1,ITPR3
ITPR1,RYR1
ITPR1,RYR2
ITPR1,RYR3
ITPR2,ITPR1
ITPR2,ITPR3
ITPR2,RYR1
ITPR2,RYR2
ITPR2,RYR3
ITPR3,ITPR1
ITPR3,ITPR2
ITPR3,RYR1
ITPR3,RYR2
ITPR3,RYR3
ITPRID2,TESPA1
ITSN1,EPS15
ITSN1,EPS15L1
ITSN1,ITSN2
ITSN2,EPS15
ITSN2,EPS15L1
ITSN2,ITSN1
ITSN2,REPS2
IVD,ACAD8
IVD,ACADL
IVD,ACADM
IVD,ACADS
IVD,ACADSB
IVD,ACADVL
IVD,GCDH
IVNS1ABP,GAN
IVNS1ABP,KLHL22
IVNS1ABP,KLHL26
IVNS1ABP,KLHL9
JADE1,BRD1
JADE1,BRPF1
JADE1,BRPF3
JADE1,JADE2
JADE1,JADE3
JADE2,BRD1
JADE2,BRPF1
JADE2,BRPF3
JADE2,JADE1
JADE2,JADE3
JADE3,BRD1
JADE3,BRPF1
JADE3,BRPF3
JADE3,JADE1
JADE3,JADE2
JAG1,JAG2
JAG1,NOTCH1
JAG1,NOTCH2
JAG1,NOTCH3
JAG1,NOTCH4
JAG2,JAG1
JAG2,NOTCH1
JAG2,NOTCH2
JAG2,NOTCH3
JAG2,NOTCH4
JAG2,SNED1
JAK1,JAK2
JAK1,JAK3
JAK1,TYK2
JAK2,JAK1
JAK2,JAK3
JAK2,TYK2
JAK3,JAK1
JAK3,JAK2
JAK3,TYK2
JAM2,F11R
JAM2,JAM3
JAM3,F11R
JAM3,JAM2
JMJD1C,HR
JMJD1C,KDM3A
JMJD1C,KDM3B
JMJD4,JMJD6
JMJD6,JMJD4
JPH2,JPH3
JPH3,JPH2
JRKL,CENPB
JUN,JUNB
JUN,JUND
JUNB,JUN
JUNB,JUND
JUND,JUN
JUND,JUNB
JUP,CTNNB1
KALRN,TRIO
KANK1,KANK2
KANK1,KANK3
KANK2,KANK1
KANK2,KANK3
KANK3,KANK1
KANK3,KANK2
KANSL2,INO80D
KAT2A,BPTF
KAT2A,KAT2B
KAT2B,BPTF
KAT2B,KAT2A
KAT5,KAT6A
KAT5,KAT6B
KAT5,KAT7
KAT5,KAT8
KAT6A,DPF2
KAT6A,KAT5
KAT6A,KAT6B
KAT6A,KAT7
KAT6A,KAT8
KAT6B,KAT5
KAT6B,KAT6A
KAT6B,KAT7
KAT6B,KAT8
KAT7,KAT5
KAT7,KAT6A
KAT7,KAT6B
KAT7,KAT8
KAT8,KAT5
KAT8,KAT6A
KAT8,KAT6B
KAT8,KAT7
KATNA1,VPS4A
KATNA1,VPS4B
KATNB1,SNRNP40
KAZALD1,IGFBP7
KAZN,PPFIA1
KAZN,PPFIA2
KAZN,PPFIA3
KAZN,PPFIA4
KAZN,PPFIBP1
KBTBD2,KLHL41
KBTBD2,KLHL7
KBTBD4,KLHL41
KCNA1,KCNA10
KCNA1,KCNA2
KCNA1,KCNA3
KCNA1,KCNA4
KCNA1,KCNA5
KCNA1,KCNC1
KCNA1,KCNC2
KCNA1,KCNC3
KCNA1,KCNC4
KCNA1,KCND1
KCNA1,KCND2
KCNA1,KCND3
KCNA10,KCNA1
KCNA10,KCNA2
KCNA10,KCNA3
KCNA10,KCNA4
KCNA10,KCNA5
KCNA10,KCNC1
KCNA10,KCNC2
KCNA10,KCNC3
KCNA10,KCNC4
KCNA10,KCND1
KCNA10,KCND2
KCNA10,KCND3
KCNA2,KCNA1
KCNA2,KCNA10
KCNA2,KCNA3
KCNA2,KCNA4
KCNA2,KCNA5
KCNA2,KCNC1
KCNA2,KCNC2
KCNA2,KCNC3
KCNA2,KCNC4
KCNA2,KCND1
KCNA2,KCND2
KCNA2,KCND3
KCNA3,KCNA1
KCNA3,KCNA10
KCNA3,KCNA2
KCNA3,KCNA4
KCNA3,KCNA5
KCNA3,KCNC1
KCNA3,KCNC2
KCNA3,KCNC3
KCNA3,KCNC4
KCNA3,KCND1
KCNA3,KCND2
KCNA3,KCND3
KCNA4,KCNA1
KCNA4,KCNA10
KCNA4,KCNA2
KCNA4,KCNA3
KCNA4,KCNA5
KCNA4,KCNC1
KCNA4,KCNC2
KCNA4,KCNC3
KCNA4,KCNC4
KCNA4,KCND1
KCNA4,KCND2
KCNA4,KCND3
KCNA5,KCNA1
KCNA5,KCNA10
KCNA5,KCNA2
KCNA5,KCNA3
KCNA5,KCNA4
KCNA5,KCNC1
KCNA5,KCNC2
KCNA5,KCNC3
KCNA5,KCNC4
KCNA5,KCND1
KCNA5,KCND2
KCNA5,KCND3
KCNAB1,AKR7A2
KCNAB1,AKR7A3
KCNAB1,KCNAB2
KCNAB1,KCNAB3
KCNAB2,AKR7A2
KCNAB2,AKR7A3
KCNAB2,KCNAB1
KCNAB2,KCNAB3
KCNAB3,AKR7A2
KCNAB3,AKR7A3
KCNAB3,KCNAB1
KCNAB3,KCNAB2
KCNB1,KCNB2
KCNB1,KCNF1
KCNB1,KCNG1
KCNB1,KCNG2
KCNB1,KCNS1
KCNB1,KCNS3
KCNB1,KCNV1
KCNB1,KCNV2
KCNB2,KCNB1
KCNB2,KCNF1
KCNB2,KCNG1
KCNB2,KCNG2
KCNB2,KCNS1
KCNB2,KCNS3
KCNB2,KCNV1
KCNB2,KCNV2
KCNC1,KCNA1
KCNC1,KCNA10
KCNC1,KCNA2
KCNC1,KCNA3
KCNC1,KCNA4
KCNC1,KCNA5
KCNC1,KCNC2
KCNC1,KCNC3
KCNC1,KCNC4
KCNC1,KCND1
KCNC1,KCND2
KCNC1,KCND3
KCNC2,KCNA1
KCNC2,KCNA10
KCNC2,KCNA2
KCNC2,KCNA3
KCNC2,KCNA4
KCNC2,KCNA5
KCNC2,KCNC1
KCNC2,KCNC3
KCNC2,KCNC4
KCNC2,KCND1
KCNC2,KCND2
KCNC2,KCND3
KCNC3,KCNA1
KCNC3,KCNA10
KCNC3,KCNA2
KCNC3,KCNA3
KCNC3,KCNA4
KCNC3,KCNA5
KCNC3,KCNC1
KCNC3,KCNC2
KCNC3,KCNC4
KCNC3,KCND1
KCNC3,KCND2
KCNC3,KCND3
KCNC4,KCNA1
KCNC4,KCNA10
KCNC4,KCNA2
KCNC4,KCNA3
KCNC4,KCNA4
KCNC4,KCNA5
KCNC4,KCNC1
KCNC4,KCNC2
KCNC4,KCNC3
KCNC4,KCND1
KCNC4,KCND2
KCNC4,KCND3
KCND1,KCNA1
KCND1,KCNA10
KCND1,KCNA2
KCND1,KCNA3
KCND1,KCNA4
KCND1,KCNA5
KCND1,KCNC1
KCND1,KCNC2
KCND1,KCNC3
KCND1,KCNC4
KCND1,KCND2
KCND1,KCND3
KCND2,KCNA1
KCND2,KCNA10
KCND2,KCNA2
KCND2,KCNA3
KCND2,KCNA4
KCND2,KCNA5
KCND2,KCNC1
KCND2,KCNC2
KCND2,KCNC3
KCND2,KCNC4
KCND2,KCND1
KCND2,KCND3
KCND3,KCNA1
KCND3,KCNA10
KCND3,KCNA2
KCND3,KCNA3
KCND3,KCNA4
KCND3,KCNA5
KCND3,KCNC1
KCND3,KCNC2
KCND3,KCNC3
KCND3,KCNC4
KCND3,KCND1
KCND3,KCND2
KCNF1,KCNB1
KCNF1,KCNB2
KCNF1,KCNG1
KCNF1,KCNG2
KCNF1,KCNS1
KCNF1,KCNS3
KCNF1,KCNV1
KCNF1,KCNV2
KCNG1,KCNB1
KCNG1,KCNB2
KCNG1,KCNF1
KCNG1,KCNG2
KCNG1,KCNS1
KCNG1,KCNS3
KCNG1,KCNV1
KCNG1,KCNV2
KCNG2,KCNB1
KCNG2,KCNB2
KCNG2,KCNF1
KCNG2,KCNG1
KCNG2,KCNS1
KCNG2,KCNS3
KCNG2,KCNV1
KCNG2,KCNV2
KCNH1,KCNH2
KCNH1,KCNH4
KCNH1,KCNH6
KCNH2,KCNH1
KCNH2,KCNH4
KCNH2,KCNH6
KCNH4,KCNH1
KCNH4,KCNH2
KCNH4,KCNH6
KCNH6,KCNH1
KCNH6,KCNH2
KCNH6,KCNH4
KCNIP1,GUCA1A
KCNIP1,GUCA1B
KCNIP1,HPCA
KCNIP1,HPCAL1
KCNIP1,HPCAL4
KCNIP1,KCNIP2
KCNIP1,NCALD
KCNIP1,NCS1
KCNIP1,RCVRN
KCNIP1,VSNL1
KCNIP2,GUCA1A
KCNIP2,GUCA1B
KCNIP2,HPCA
KCNIP2,HPCAL1
KCNIP2,HPCAL4
KCNIP2,KCNIP1
KCNIP2,NCALD
KCNIP2,NCS1
KCNIP2,RCVRN
KCNIP2,VSNL1
KCNJ1,KCNJ10
KCNJ1,KCNJ11
KCNJ1,KCNJ12
KCNJ1,KCNJ14
KCNJ1,KCNJ15
KCNJ1,KCNJ16
KCNJ1,KCNJ2
KCNJ1,KCNJ3
KCNJ1,KCNJ4
KCNJ1,KCNJ5
KCNJ1,KCNJ6
KCNJ1,KCNJ8
KCNJ1,KCNJ9
KCNJ10,KCNJ1
KCNJ10,KCNJ11
KCNJ10,KCNJ12
KCNJ10,KCNJ14
KCNJ10,KCNJ15
KCNJ10,KCNJ16
KCNJ10,KCNJ2
KCNJ10,KCNJ3
KCNJ10,KCNJ4
KCNJ10,KCNJ5
KCNJ10,KCNJ6
KCNJ10,KCNJ8
KCNJ10,KCNJ9
KCNJ11,KCNJ1
KCNJ11,KCNJ10
KCNJ11,KCNJ12
KCNJ11,KCNJ14
KCNJ11,KCNJ15
KCNJ11,KCNJ16
KCNJ11,KCNJ2
KCNJ11,KCNJ3
KCNJ11,KCNJ4
KCNJ11,KCNJ5
KCNJ11,KCNJ6
KCNJ11,KCNJ8
KCNJ11,KCNJ9
KCNJ12,KCNJ1
KCNJ12,KCNJ10
KCNJ12,KCNJ11
KCNJ12,KCNJ14
KCNJ12,KCNJ15
KCNJ12,KCNJ16
KCNJ12,KCNJ2
KCNJ12,KCNJ3
KCNJ12,KCNJ4
KCNJ12,KCNJ5
KCNJ12,KCNJ6
KCNJ12,KCNJ8
KCNJ12,KCNJ9
KCNJ14,KCNJ1
KCNJ14,KCNJ10
KCNJ14,KCNJ11
KCNJ14,KCNJ12
KCNJ14,KCNJ15
KCNJ14,KCNJ16
KCNJ14,KCNJ2
KCNJ14,KCNJ3
KCNJ14,KCNJ4
KCNJ14,KCNJ5
KCNJ14,KCNJ6
KCNJ14,KCNJ8
KCNJ14,KCNJ9
KCNJ15,KCNJ1
KCNJ15,KCNJ10
KCNJ15,KCNJ11
KCNJ15,KCNJ12
KCNJ15,KCNJ14
KCNJ15,KCNJ16
KCNJ15,KCNJ2
KCNJ15,KCNJ3
KCNJ15,KCNJ4
KCNJ15,KCNJ5
KCNJ15,KCNJ6
KCNJ15,KCNJ8
KCNJ15,KCNJ9
KCNJ16,KCNJ1
KCNJ16,KCNJ10
KCNJ16,KCNJ11
KCNJ16,KCNJ12
KCNJ16,KCNJ14
KCNJ16,KCNJ15
KCNJ16,KCNJ2
KCNJ16,KCNJ3
KCNJ16,KCNJ4
KCNJ16,KCNJ5
KCNJ16,KCNJ6
KCNJ16,KCNJ8
KCNJ16,KCNJ9
KCNJ2,KCNJ1
KCNJ2,KCNJ10
KCNJ2,KCNJ11
KCNJ2,KCNJ12
KCNJ2,KCNJ14
KCNJ2,KCNJ15
KCNJ2,KCNJ16
KCNJ2,KCNJ3
KCNJ2,KCNJ4
KCNJ2,KCNJ5
KCNJ2,KCNJ6
KCNJ2,KCNJ8
KCNJ2,KCNJ9
KCNJ3,KCNJ1
KCNJ3,KCNJ10
KCNJ3,KCNJ11
KCNJ3,KCNJ12
KCNJ3,KCNJ14
KCNJ3,KCNJ15
KCNJ3,KCNJ16
KCNJ3,KCNJ2
KCNJ3,KCNJ4
KCNJ3,KCNJ5
KCNJ3,KCNJ6
KCNJ3,KCNJ8
KCNJ3,KCNJ9
KCNJ4,KCNJ1
KCNJ4,KCNJ10
KCNJ4,KCNJ11
KCNJ4,KCNJ12
KCNJ4,KCNJ14
KCNJ4,KCNJ15
KCNJ4,KCNJ16
KCNJ4,KCNJ2
KCNJ4,KCNJ3
KCNJ4,KCNJ5
KCNJ4,KCNJ6
KCNJ4,KCNJ8
KCNJ4,KCNJ9
KCNJ5,KCNJ1
KCNJ5,KCNJ10
KCNJ5,KCNJ11
KCNJ5,KCNJ12
KCNJ5,KCNJ14
KCNJ5,KCNJ15
KCNJ5,KCNJ16
KCNJ5,KCNJ2
KCNJ5,KCNJ3
KCNJ5,KCNJ4
KCNJ5,KCNJ6
KCNJ5,KCNJ8
KCNJ5,KCNJ9
KCNJ6,KCNJ1
KCNJ6,KCNJ10
KCNJ6,KCNJ11
KCNJ6,KCNJ12
KCNJ6,KCNJ14
KCNJ6,KCNJ15
KCNJ6,KCNJ16
KCNJ6,KCNJ2
KCNJ6,KCNJ3
KCNJ6,KCNJ4
KCNJ6,KCNJ5
KCNJ6,KCNJ8
KCNJ6,KCNJ9
KCNJ8,KCNJ1
KCNJ8,KCNJ10
KCNJ8,KCNJ11
KCNJ8,KCNJ12
KCNJ8,KCNJ14
KCNJ8,KCNJ15
KCNJ8,KCNJ16
KCNJ8,KCNJ2
KCNJ8,KCNJ3
KCNJ8,KCNJ4
KCNJ8,KCNJ5
KCNJ8,KCNJ6
KCNJ8,KCNJ9
KCNJ9,KCNJ1
KCNJ9,KCNJ10
KCNJ9,KCNJ11
KCNJ9,KCNJ12
KCNJ9,KCNJ14
KCNJ9,KCNJ15
KCNJ9,KCNJ16
KCNJ9,KCNJ2
KCNJ9,KCNJ3
KCNJ9,KCNJ4
KCNJ9,KCNJ5
KCNJ9,KCNJ6
KCNJ9,KCNJ8
KCNK1,KCNK10
KCNK1,KCNK15
KCNK1,KCNK2
KCNK1,KCNK3
KCNK1,KCNK5
KCNK1,KCNK7
KCNK10,KCNK1
KCNK10,KCNK15
KCNK10,KCNK2
KCNK10,KCNK3
KCNK10,KCNK5
KCNK10,KCNK7
KCNK12,KCNK13
KCNK13,KCNK12
KCNK15,KCNK1
KCNK15,KCNK10
KCNK15,KCNK2
KCNK15,KCNK3
KCNK15,KCNK5
KCNK15,KCNK7
KCNK2,KCNK1
KCNK2,KCNK10
KCNK2,KCNK15
KCNK2,KCNK3
KCNK2,KCNK5
KCNK2,KCNK7
KCNK3,KCNK1
KCNK3,KCNK10
KCNK3,KCNK15
KCNK3,KCNK2
KCNK3,KCNK5
KCNK3,KCNK7
KCNK5,KCNK1
KCNK5,KCNK10
KCNK5,KCNK15
KCNK5,KCNK2
KCNK5,KCNK3
KCNK5,KCNK7
KCNK7,KCNK1
KCNK7,KCNK10
KCNK7,KCNK15
KCNK7,KCNK2
KCNK7,KCNK3
KCNK7,KCNK5
KCNMB1,KCNMB2
KCNMB1,KCNMB3
