symbol,General_Term
PHACTR1,Phosphatase
PPP2R4,Phosphatase
PHACTR2,Phosphatase
SET,Phosphatase
PPP3R2,Phosphatase
CHP,Phosphatase
CABIN1,Phosphatase
PPP3R1,Phosphatase
PPP6R1,Phosphatase
PPP6R2,Phosphatase
PPP6R3,Phosphatase
FER,Phosphatase
CNST,Phosphatase
ELL,Phosphatase
AURKB,Phosphatase
CHCHD3,Phosphatase
ARFGEF3,Phosphatase
CLCN7,Phosphatase
CSMD1,Phosphatase
KIAA0430,Phosphatase
ANKRD28,Phosphatase
BCL2,Phosphatase
PPP1R21,Phosphatase
ANKRD44,Phosphatase
PPP1R36,Phosphatase
FKBP15,Phosphatase
PPP1R9A,Phosphatase
AKAP9,Phosphatase
SH3RF2,Phosphatase
PPP1R10,Phosphatase
TRIM42,Phosphatase
AURKA,Phosphatase
PPP4R4,Phosphatase
PPP1R35,Phosphatase
TP53BP2,Phosphatase
PPP1R26,Phosphatase
PPP1R42,Phosphatase
CASP2,Phosphatase
PPP1R27,Phosphatase
AKAP11,Phosphatase
BCL2L2,Phosphatase
DLG2,Phosphatase
CASC5,Phosphatase
PPP1R15B,Phosphatase
CCDC8,Phosphatase
CHCHD6,Phosphatase
ANKRD52,Phosphatase
PPP1R32,Phosphatase
ELFN2,Phosphatase
PPP1R17,Phosphatase
SH2D4A,Phosphatase
ZCCHC9,Phosphatase
PPP1R13B,Phosphatase
ZFYVE16,Phosphatase
BCL2L1,Phosphatase
PPP1R18,Phosphatase
APC,Phosphatase
CASP9,Phosphatase
GPATCH2,Phosphatase
PPP1R3G,Phosphatase
SH3GLB1,Phosphatase
CASC1,Phosphatase
EIF2S2,Phosphatase
DDX31,Phosphatase
ELFN1,Phosphatase
CSRNP3,Phosphatase
DZIP3,Phosphatase
CD2BP2,Phosphatase
PPP1R15A,Phosphatase
FARP1,Phosphatase
PPP1R9B,Phosphatase
PPP4R2,Phosphatase
ACACB,Ligase
ACACA,Ligase
RAD54L,Ligase
ECHDC3,Transferase
PLK4,Transferase
AXL,Transferase
MERTK,Transferase
TYRO3,Transferase
BAK1,Apoptotic
BAD,Apoptotic
BAX,Apoptotic
BBC3,Apoptotic
BCL2L11,Apoptotic
BCL2L12,Apoptotic
BCL2L13,Apoptotic
BCL2L14,Apoptotic
BID,Apoptotic
BIK,Apoptotic
BMF,Apoptotic
BNIP3,Apoptotic
BNIP3L,Apoptotic
BOK,Apoptotic
HRK,Apoptotic
PMAIP1,Apoptotic
BAZ2B,Transferase
BAZ2A,Transferase
PDHB,Transferase
ACADS,Transferase
ACADSB,Transferase
GCDH,Transferase
BCL2A1,Apoptotic
BCL2,Hydrolase
BCL2,Apoptotic
BCL2,Transferase
BCL2L1,Transferase
BCL2L1,Apoptotic
BCL2L10,Apoptotic
BCL2L2,Apoptotic
BCL2L2,Transferase
BCL2L2,Hydrolase
MCL1,Apoptotic
BHMT,Transferase
BHMT2,Transferase
BIRC3,Ligase
BIRC2,Ligase
BIRC7,Ligase
BIRC8,Ligase
XIAP,Ligase
BLK,Transferase
FGR,Transferase
FRK,Transferase
FYN,Transferase
HCK,Transferase
LCK,Transferase
LYN,Transferase
PTK6,Transferase
SRC,Transferase
SRMS,Transferase
YES1,Transferase
PCGF1,Ligase
BMI1,Ligase
PCGF2,Ligase
PCGF3,Ligase
PCGF5,Ligase
PCGF6,Ligase
BMP1,Hydrolase
CDCP2,Hydrolase
TLL1,Hydrolase
TLL2,Hydrolase
BPGM,Hydrolase
PGAM1,Hydrolase
PGAM2,Hydrolase
PGAM4,Hydrolase
BRAF,Transferase
ARAF,Transferase
RAF1,Transferase
BRD3,Transferase
BRD2,Transferase
BRD4,Transferase
BRDT,Transferase
C2,Hydrolase
CFB,Hydrolase
CAB39L,Transferase
CAB39,Transferase
CABP1,Transferase
CALM1,Transferase
CALM2,Transferase
CALM3,Transferase
CABP2,Transferase
CABP4,Transferase
CABP5,Transferase
CALML3,Transferase
CALML4,Transferase
CALML5,Transferase
CALML6,Transferase
TNNC1,Transferase
TNNC2,Transferase
CAMK1,Transferase
CAMK1D,Transferase
CAMK1G,Transferase
CAMK2A,Transferase
CAMK2B,Transferase
CAMK2D,Transferase
CAMK2G,Transferase
CAMKV,Transferase
PNCK,Transferase
PSKH1,Transferase
PSKH2,Transferase
CAMKK1,Transferase
CAMKK2,Transferase
CAND1,Ligase
CAND2,Ligase
CAPNS2,Hydrolase
CAPNS1,Hydrolase
SRI,Hydrolase
GCA,Hydrolase
PDCD6,Hydrolase
PEF1,Hydrolase
CARD11,Transferase
CARD10,Transferase
CARD9,Transferase
CARD17,Hydrolase
CARD16,Hydrolase
CARD18,Hydrolase
CARS,Ligase
ZNF645,Ligase
CBX8,Ligase
CBX6,Ligase
CBX7,Ligase
CCL14,Transferase
CCL3,Transferase
CCL5,Transferase
CCL15-CCL14,Transferase
CCL15,Transferase
CCL16,Transferase
CCL18,Transferase
CCL23,Transferase
CCL26,Transferase
CCL3L3,Transferase
CCL4,Transferase
CCL11,Transferase
CCL2,Transferase
CCL8,Transferase
CCL13,Transferase
CCL7,Transferase
CCL24,Transferase
CCNB2,Transferase
CCNB1,Transferase
CCND2,Transferase
CCND1,Transferase
CCND3,Transferase
BCHE,Hydrolase
ACHE,Hydrolase
CES1,Hydrolase
CES2,Hydrolase
CES3,Hydrolase
CES4A,Hydrolase
CES5A,Hydrolase
CEL,Hydrolase
NLGN1,Hydrolase
NLGN2,Hydrolase
NLGN3,Hydrolase
NLGN4X,Hydrolase
NLGN4Y,Hydrolase
CCNE2,Transferase
CCNE1,Transferase
SCART1,Hydrolase
CDC14A,Hydrolase
CDC14B,Hydrolase
CDC20,Ligase
CDC20B,Ligase
FZR1,Ligase
CDC42,Transferase
RAC1,Transferase
RAC2,Transferase
RAC3,Transferase
RHOG,Transferase
RHOH,Transferase
RHOJ,Transferase
RHOQ,Transferase
RHOU,Transferase
RHOV,Transferase
CIT,Transferase
CDK5R2,Transferase
CDK5R1,Transferase
CDKN2B,Transferase
CDKN2A,Transferase
CDKN2C,Transferase
CDKN2D,Transferase
CDY1,Transferase
CDY1B,Transferase
CDY2A,Transferase
CDY2B,Transferase
CDYL,Transferase
CDYL2,Transferase
ECI2,Transferase
CEACAM1,Transferase
CEACAM3,Transferase
CEACAM4,Transferase
CEACAM5,Transferase
CEACAM6,Transferase
CEACAM8,Transferase
PSG1,Transferase
PSG11,Transferase
PSG2,Transferase
PSG3,Transferase
PSG4,Transferase
PSG6,Transferase
PSG8,Transferase
PSG9,Transferase
CTRC,Hydrolase
CHCHD6,Hydrolase
CHCHD3,Hydrolase
CHI3L2,Hydrolase
CHI3L1,Hydrolase
CHIA,Hydrolase
CHIT1,Hydrolase
OVGP1,Hydrolase
CHMP1B,Hydrolase
CHMP1A,Hydrolase
CHP2,Hydrolase
CHP1,Hydrolase
PPP3R1,Hydrolase
PPP3R2,Hydrolase
TESC,Hydrolase
ACPP,Hydrolase
CIB1,Hydrolase
CIB2,Hydrolase
CIB3,Hydrolase
CIB4,Hydrolase
CILP,Hydrolase
CILP2,Hydrolase
CKS2,Transferase
CKS1B,Transferase
CLCN7,Hydrolase
CLCN6,Hydrolase
CLK2,Transferase
CLK1,Transferase
CLK3,Transferase
CLK4,Transferase
CNKSR2,Transferase
CNKSR1,Transferase
CNKSR3,Transferase
IPCEF1,Transferase
COPZ2,Transferase
COPZ1,Transferase
COQ8B,Transferase
COQ8A,Transferase
CPNE1,Transferase
CPNE3,Transferase
CPNE2,Transferase
CPNE4,Transferase
CPNE5,Transferase
CPNE6,Transferase
CPNE7,Transferase
CPNE8,Transferase
CPNE9,Transferase
HSPB8,Transferase
CRYAB,Transferase
HSPB1,Transferase
HSPB6,Transferase
FLT3,Transferase
CSF1R,Transferase
KIT,Transferase
PDGFRA,Transferase
PDGFRB,Transferase
CSMD1,Hydrolase
CSMD2,Hydrolase
CSMD3,Hydrolase
CSNK2A2,Transferase
CSNK2A1,Transferase
CSNK2A3,Transferase
CSRNP3,Hydrolase
CSRNP1,Hydrolase
CSRNP2,Hydrolase
CTDSP1,Hydrolase
CTDSP2,Hydrolase
CTDSPL,Hydrolase
CTDSPL2,Hydrolase
CUL9,Ligase
MYLK4,Transferase
MYLK,Transferase
MYLK2,Transferase
MYLK3,Transferase
SPEG,Transferase
WDR5B,Transferase
WDR5,Transferase
WDR83,Transferase
DCAF12,Ligase
DCAF12L1,Ligase
DCAF12L2,Ligase
DCAF4L1,Ligase
DCAF4,Ligase
DCAF4L2,Ligase
DCAF8,Ligase
DCAF8L1,Ligase
DCAF8L2,Ligase
DCBLD1,Hydrolase
DCBLD2,Hydrolase
DCLK1,Transferase
DCLK2,Transferase
DCLK3,Transferase
DCX,Transferase
PHKG2,Transferase
PHKG1,Transferase
DDR1,Transferase
DDR2,Transferase
DHH,Hydrolase
IHH,Hydrolase
SHH,Hydrolase
DLAT,Transferase
DLG2,Transferase
DLG1,Transferase
DLG3,Transferase
DLG4,Transferase
DNASE2B,Hydrolase
DNASE2,Hydrolase
DPEP2,Hydrolase
DPEP1,Hydrolase
DPEP3,Hydrolase
DTX1,Ligase
DTX2,Ligase
DTX4,Ligase
DTX3,Ligase
DTX3L,Ligase
DUSP13,Hydrolase
DUPD1,Hydrolase
DUSP26,Hydrolase
DUSP27,Hydrolase
DUSP3,Hydrolase
DUSP18,Hydrolase
DUSP14,Hydrolase
DUSP21,Hydrolase
DUSP28,Hydrolase
DUSP16,Hydrolase
DUSP1,Hydrolase
DUSP2,Hydrolase
DUSP4,Hydrolase
DUSP5,Hydrolase
DUSP6,Hydrolase
DUSP7,Hydrolase
DUSP8,Hydrolase
DUSP9,Hydrolase
DUSP22,Hydrolase
DUSP15,Hydrolase
NRP1,Transferase
EDIL3,Transferase
NRP2,Transferase
MFGE8,Transferase
EFEMP2,Transferase
EFEMP1,Transferase
FBLN5,Transferase
EFNA3,Transferase
EFNA1,Transferase
EFNA4,Transferase
EFNA2,Transferase
EFNA5,Transferase
EFNB3,Transferase
EFNB1,Transferase
EFNB2,Transferase
ADAM19,Hydrolase
ADAM11,Hydrolase
ADAM22,Hydrolase
ADAM23,Hydrolase
ADAM15,Hydrolase
ADAM12,Hydrolase
ADAM28,Hydrolase
ADAM33,Hydrolase
ADAM8,Hydrolase
ADAM9,Hydrolase
ADAM18,Hydrolase
ADAM2,Hydrolase
ADAM32,Hydrolase
ADAM20,Hydrolase
ADAM21,Hydrolase
ADAM29,Hydrolase
ADAM30,Hydrolase
ADAM7,Hydrolase
ERBB2,Transferase
EGFR,Transferase
ERBB3,Transferase
ERBB4,Transferase
EHMT1,Transferase
EHMT2,Transferase
SUV39H1,Transferase
SUV39H2,Transferase
EIF4A3,Transferase
EIF4A1,Transferase
EIF4A2,Transferase
ELFN1,Hydrolase
ELFN2,Hydrolase
ELL,Hydrolase
ELL2,Hydrolase
ELOA,Ligase
ELOA2,Ligase
ELOA3,Ligase
ELOA3B,Ligase
ELOA3C,Ligase
ELOA3D,Ligase
KLHL29,Ligase
KLHL35,Ligase
ENTPD5,Hydrolase
ENTPD6,Hydrolase
EPHA10,Transferase
EPHA1,Transferase
EPHA2,Transferase
EPHA3,Transferase
EPHA4,Transferase
EPHA5,Transferase
EPHA6,Transferase
EPHA7,Transferase
EPHA8,Transferase
EPHB1,Transferase
EPHB2,Transferase
EPHB3,Transferase
EPHB4,Transferase
EPHB6,Transferase
EPS8L1,Transferase
EPS8,Transferase
EPS8L2,Transferase
EPS8L3,Transferase
EXTL3,Transferase
EYA2,Hydrolase
EYA1,Hydrolase
EYA3,Hydrolase
EYA4,Hydrolase
EZH2,Transferase
EZH1,Transferase
HABP2,Transferase
F12,Transferase
HGFAC,Transferase
PLAT,Transferase
PLAU,Transferase
LPA,Hydrolase
LPA,Transferase
PLG,Transferase
FAHD2A,Hydrolase
FAHD2B,Hydrolase
FAM20B,Transferase
FAM20A,Transferase
FAM20C,Transferase
FARP2,Hydrolase
FARP1,Hydrolase
FRMD7,Hydrolase
FBLL1,Transferase
FBXL19,Ligase
FGFR2,Transferase
FGFR1,Transferase
FGFR3,Transferase
FGFR4,Transferase
FLT4,Transferase
FLT1,Transferase
KDR,Transferase
ADARB2,Transferase
ADAR,Transferase
FKBP1B,Transferase
FKBP1A,Transferase
FKBP3,Transferase
FKBP4,Transferase
FKBP5,Transferase
FN3KRP,Transferase
FN3K,Transferase
TNNI3K,Transferase
FPGT-TNNI3K,Transferase
PTPN13,Hydrolase
FRMPD2,Hydrolase
PTPN20,Hydrolase
PCSK1,Hydrolase
PCSK1,Transferase
FURIN,Transferase
PCSK2,Transferase
PCSK2,Hydrolase
PCSK4,Hydrolase
PCSK4,Transferase
PCSK5,Hydrolase
PCSK5,Transferase
PCSK6,Hydrolase
PCSK6,Transferase
PCSK7,Hydrolase
PCSK7,Transferase
ADCK1,Transferase
ADCK5,Transferase
G6PC2,Hydrolase
G6PC,Hydrolase
G6PC3,Hydrolase
GCNT2,Transferase
GCNT1,Transferase
GCNT3,Transferase
GCNT4,Transferase
GCNT7,Transferase
GDPD3,Ligase
GDPD1,Ligase
GDPD2,Ligase
GDPD4,Ligase
GDPD5,Ligase
GGT2,Transferase
GGTLC1,Transferase
GGTLC2,Transferase
GK3P,Transferase
GLYATL1,Transferase
GLYAT,Transferase
GLYATL2,Transferase
GLYATL3,Transferase
GMPPA,Transferase
GMPPB,Transferase
GNL3L,Hydrolase
GNL3,Hydrolase
GPATCH2L,Hydrolase
GPATCH2,Hydrolase
GRAP2,Transferase
GRAP,Transferase
GRAPL,Transferase
GRB2,Transferase
GRIP2,Transferase
GRIP1,Transferase
ADSS,Ligase
ADSSL1,Ligase
GTF2H2C,Transferase
GTF2H2,Transferase
GUCY2D,Transferase
GUCY2F,Transferase
NPR1,Transferase
NPR2,Transferase
GXYLT2,Transferase
GXYLT1,Transferase
HACD1,Hydrolase
HACD2,Hydrolase
HAO1,Ligase
HARS,Ligase
AEBP1,Hydrolase
CPE,Hydrolase
CPN1,Hydrolase
CPXM1,Hydrolase
CPXM2,Hydrolase
CPZ,Hydrolase
CPD,Hydrolase
CPM,Hydrolase
HAS2,Transferase
HAS1,Transferase
HAS3,Transferase
HDAC4,Hydrolase
HDAC5,Hydrolase
HDAC7,Hydrolase
HDAC9,Hydrolase
HDAC10,Hydrolase
HDAC6,Hydrolase
HERC1,Ligase
SERGEF,Ligase
HERC2,Ligase
HERC3,Ligase
HERC4,Ligase
HERC5,Ligase
HERC6,Ligase
AFF1,Ligase
AFF4,Ligase
AFF2,Ligase
AFF3,Ligase
HK1,Transferase
GCK,Transferase
HK2,Transferase
HK3,Transferase
HKDC1,Transferase
HMGCS2,Transferase
HMGCS1,Transferase
HNRNPCL1,Transferase
HNRNPC,Transferase
HNRNPCL2,Transferase
HNRNPCL3,Transferase
HNRNPCL4,Transferase
RALY,Transferase
RALYL,Transferase
TMPRSS13,Hydrolase
HPN,Hydrolase
TMPRSS3,Hydrolase
TMPRSS4,Hydrolase
TMPRSS5,Hydrolase
TMPRSS15,Hydrolase
TMPRSS2,Hydrolase
HSPA12A,Transferase
HSPA12B,Transferase
HTRA2,Hydrolase
HUS1,Transferase
HUS1B,Transferase
ICK,Transferase
INMT-MINDY4,Transferase
ACY1,Hydrolase
ABHD14A-ACY1,Hydrolase
AGXT2,Transferase
ETNPPL,Transferase
PHYKPL,Transferase
INPP4B,Hydrolase
INPP4A,Hydrolase
INPPL1,Hydrolase
INPP5D,Hydrolase
INSR,Transferase
IGF1R,Transferase
INSRR,Transferase
IRAK4,Transferase
IRAK1,Transferase
IRF2BP2,Ligase
IRF2BP1,Ligase
IRF2BPL,Ligase
IRS2,Transferase
IRS1,Transferase
JAK2,Transferase
JAK1,Transferase
JAK3,Transferase
TYK2,Transferase
JAKMIP2,Transferase
JAKMIP1,Transferase
JAKMIP3,Transferase
KDM3A,Hydrolase
JMJD1C,Hydrolase
KDM3B,Hydrolase
KAT2B,Transferase
KAT2A,Transferase
KLHDC7A,Ligase
KLHDC7B,Ligase
APOBEC3D,Hydrolase
KCNF1,Ligase
KCNG2,Ligase
KCNG4,Ligase
KCNV2,Ligase
KCNH2,Transferase
KCNH1,Transferase
KCNH4,Transferase
KCNH5,Transferase
KCNH6,Transferase
KCNH7,Transferase
KCNH8,Transferase
KCNH3,Transferase
KCTD11,Ligase
CMPK1,Transferase
KDM4A,Hydrolase
KDM4B,Hydrolase
KDM4C,Hydrolase
KDM4D,Hydrolase
KDM4E,Hydrolase
KDM5A,Hydrolase
KDM5B,Hydrolase
KDM5C,Hydrolase
KDM5D,Hydrolase
KDM6A,Hydrolase
KDM6B,Hydrolase
UTY,Hydrolase
KDM7A,Hydrolase
PHF2,Hydrolase
PHF8,Hydrolase
KLHL2,Ligase
KIF11,Transferase
KIF3A,Transferase
KIF3B,Transferase
KLKB1,Hydrolase
F11,Hydrolase
KMT2B,Transferase
KMT2A,Transferase
PALM2-AKAP2,Transferase
AKAP2,Transferase
KMT2D,Transferase
KMT2C,Transferase
KMT2E,Transferase
SETD5,Transferase
KMT5C,Transferase
KMT5B,Transferase
KSR1,Transferase
KSR2,Transferase
SPACA5B,Transferase
LALBA,Transferase
LYZ,Transferase
LYZL1,Transferase
LYZL2,Transferase
LYZL4,Transferase
LYZL6,Transferase
SPACA3,Transferase
SPACA5,Transferase
LCMT2,Transferase
LCMT1,Transferase
AKAP8L,Transferase
AKAP8,Transferase
LIMK2,Transferase
LIMK1,Transferase
LNX1,Ligase
LNX2,Ligase
LONP2,Hydrolase
RPS6KA1,Transferase
RPS6KA2,Transferase
RPS6KA3,Transferase
RPS6KA4,Transferase
RPS6KA5,Transferase
RPS6KA6,Transferase
RPS6KB1,Transferase
RPS6KB2,Transferase
LOXL1,Hydrolase
LOX,Hydrolase
LOXL2,Hydrolase
LOXL3,Hydrolase
LOXL4,Hydrolase
LPIN2,Hydrolase
LPIN1,Hydrolase
LPIN3,Hydrolase
RNPEP,Hydrolase
LTA4H,Hydrolase
RNPEPL1,Hydrolase
LTBP2,Transferase
LTBP1,Transferase
LTBP3,Transferase
LTBP4,Transferase
MELTF,Hydrolase
LTF,Hydrolase
TF,Hydrolase
LTK,Transferase
ALK,Transferase
LYPLA2,Hydrolase
LYPLA1,Hydrolase
LYPLAL1,Hydrolase
MAGI2,Transferase
MAGI1,Transferase
MAGI3,Transferase
MAN2A1,Hydrolase
MAN2A2,Hydrolase
MAP2K2,Transferase
MAP2K1,Transferase
MAP2K3,Transferase
MAP2K4,Transferase
MAP2K5,Transferase
MAP2K6,Transferase
MAP2K7,Transferase
MAP3K11,Transferase
MAP3K10,Transferase
MAP3K21,Transferase
MAP3K9,Transferase
MAP3K13,Transferase
MAP3K12,Transferase
MAP3K5,Transferase
MAP3K15,Transferase
MAP3K6,Transferase
MAP3K19,Transferase
MAP3K2,Transferase
MAP3K3,Transferase
MAP4K2,Transferase
MAP4K1,Transferase
MAP4K3,Transferase
MAP4K5,Transferase
STK24,Transferase
STK25,Transferase
STK26,Transferase
STK4,Transferase
SLK,Transferase
STK10,Transferase
STK3,Transferase
MAPK8IP1,Transferase
MAPK8IP2,Transferase
MARCH1,Ligase
MARCH8,Ligase
MARCH2,Ligase
MARCH3,Ligase
MARCH4,Ligase
MARCH11,Ligase
MARCH9,Ligase
ABHD14B,Hydrolase
ABHD14A,Hydrolase
ALPPL2,Hydrolase
MCRIP2,Transferase
MCRIP1,Transferase
MDM4,Ligase
MDM2,Ligase
MST1R,Transferase
MET,Transferase
MID1,Ligase
MID2,Ligase
MAP4K4,Transferase
MINK1,Transferase
NRK,Transferase
TNIK,Transferase
MMP10,Hydrolase
MMP1,Hydrolase
MMP11,Hydrolase
MMP12,Hydrolase
MMP13,Hydrolase
MMP14,Hydrolase
MMP15,Hydrolase
MMP16,Hydrolase
MMP17,Hydrolase
MMP2,Hydrolase
MMP20,Hydrolase
MMP24,Hydrolase
MMP25,Hydrolase
MMP27,Hydrolase
MMP3,Hydrolase
MMP7,Hydrolase
MMP8,Hydrolase
MMP9,Hydrolase
MMP26,Hydrolase
MMP19,Hydrolase
MMP28,Hydrolase
MMP21,Hydrolase
MOB1B,Transferase
MOB1A,Transferase
MOB3A,Transferase
MOB3B,Transferase
MOB3C,Transferase
MORN3,Transferase
RSPH10B,Transferase
RSPH10B2,Transferase
PHF1,Hydrolase
MTF2,Hydrolase
PHF19,Hydrolase
MTHFD2,Ligase
MTHFD2L,Ligase
MYO3A,Transferase
MYO3B,Transferase
N4BP2L1,Transferase
N4BP2,Transferase
AMZ2,Hydrolase
AMZ1,Hydrolase
NAPA,Transferase
NAPB,Transferase
MDP1,Hydrolase
NEDD8-MDP1,Hydrolase
NEK1,Transferase
NEK3,Transferase
NEK5,Transferase
NEK4,Transferase
NEK9,Transferase
RNASE4,Hydrolase
ANG,Hydrolase
RNASE1,Hydrolase
NFKBIE,Hydrolase
NFKBIA,Hydrolase
NHLRC4,Ligase
TRIM32,Ligase
NME1-NME2,Transferase
NME2,Transferase
NME3,Transferase
NME4,Transferase
NME1,Transferase
NME6,Transferase
NME7,Transferase
NME8,Transferase
NME9,Transferase
NOMO2,Hydrolase
NOMO1,Hydrolase
NOMO3,Hydrolase
RIPK4,Transferase
ANKK1,Transferase
SFPQ,Transferase
NONO,Transferase
PSPC1,Transferase
NSD2,Transferase
NSD1,Transferase
NSD3,Transferase
NT5M,Hydrolase
NT5C,Hydrolase
NT5C1B,Hydrolase
NT5C1A,Hydrolase
NT5C1B-RDH14,Hydrolase
NT5DC4,Hydrolase
ANKRD44,Hydrolase
ANKRD28,Hydrolase
ANKRD52,Hydrolase
NTRK2,Transferase
NTRK1,Transferase
NTRK3,Transferase
NUDT13,Transferase
OBSCN,Transferase
OBSL1,Transferase
ANP32A,Hydrolase
ANP32B,Hydrolase
ANP32D,Hydrolase
ANP32E,Hydrolase
OTULIN,Hydrolase
FAM105A,Hydrolase
OVCH1,Hydrolase
OVCH2,Hydrolase
AVP,Transferase
OXT,Transferase
PACSIN1,Transferase
PACSIN2,Transferase
PACSIN3,Transferase
PADI1,Hydrolase
PADI2,Hydrolase
PADI3,Hydrolase
PADI4,Hydrolase
PADI6,Hydrolase
PAK1,Transferase
BUB1B-PAK6,Transferase
PAK2,Transferase
PAK3,Transferase
PAK4,Transferase
PAK5,Transferase
ANPEP,Transferase
ENPEP,Transferase
ERAP1,Transferase
ERAP2,Transferase
NPEPPS,Transferase
PANK2,Transferase
PANK1,Transferase
PANK3,Transferase
PANK4,Transferase
PAPD5,Transferase
PAPD7,Transferase
PAPPA2,Hydrolase
PAPPA,Hydrolase
PARP1,Ligase
PARP2,Ligase
PARP3,Ligase
PARP12,Hydrolase
PARP11,Hydrolase
PIM1,Transferase
PCK2,Transferase
PCK1,Transferase
ABHD4,Hydrolase
ABHD5,Hydrolase
PCYT1B,Transferase
PCYT1A,Transferase
P4HB,Hydrolase
PDIA3,Hydrolase
PDIA4,Hydrolase
PDZD4,Ligase
PDZRN3,Ligase
PDZRN4,Ligase
PELI1,Ligase
PELI2,Ligase
PELI3,Ligase
PFKFB2,Transferase
PFKFB1,Transferase
PFKFB3,Transferase
PFKFB4,Transferase
PGM2,Transferase
PGM2L1,Transferase
PGM5,Transferase
PGM1,Transferase
PHACTR2,Hydrolase
PHACTR1,Hydrolase
PHACTR3,Hydrolase
PHACTR4,Hydrolase
PHF21A,Ligase
PHF21B,Ligase
G2E3,Ligase
PHF7,Ligase
PHKA2,Transferase
PHKA1,Transferase
PHKB,Transferase
PHLPP1,Hydrolase
PHLPP2,Hydrolase
PIAS2,Ligase
PIAS1,Ligase
PIAS3,Ligase
PIAS4,Ligase
PIK3R2,Transferase
PIK3R1,Transferase
PIK3R3,Transferase
PJA2,Ligase
PJA1,Ligase
APC,Hydrolase
APC2,Hydrolase
PKM,Transferase
PKLR,Transferase
PLA2G2C,Hydrolase
PLAGL1,Ligase
PLAG1,Ligase
PLAGL2,Ligase
PLK1,Transferase
PLK2,Transferase
PLK3,Transferase
PLK5,Transferase
APH1B,Hydrolase
APH1A,Hydrolase
PNPLA4,Transferase
POGZ,Ligase
ZNF280A,Ligase
ZNF280B,Ligase
ZNF280C,Ligase
ZNF280D,Ligase
ARF1,Ligase
TRIM23,Ligase
ARF3,Ligase
ARF5,Ligase
ARF4,Ligase
ARF6,Ligase
ARL2-SNX15,Ligase
ARL2,Ligase
ARL3,Ligase
ARL4A,Ligase
ARL4C,Ligase
ARL4D,Ligase
POMGNT1,Transferase
MGAT1,Transferase
PON2,Hydrolase
PON1,Hydrolase
PON3,Hydrolase
PPEF1,Hydrolase
PPEF2,Hydrolase
PPIB,Ligase
PPIL2,Ligase
PPIC,Ligase
PPIH,Ligase
PPIL1,Ligase
PPIL3,Ligase
PPIP5K1,Transferase
PPIP5K2,Transferase
PPM1F,Transferase
PPM1E,Transferase
PPP1R12B,Hydrolase
PPP1R12A,Hydrolase
PPP1R12C,Hydrolase
PPP1R27,Hydrolase
TP53BP2,Hydrolase
PPP1R13B,Hydrolase
PPP1R13L,Hydrolase
PPP1R14A,Hydrolase
PPP1R14B,Hydrolase
PPP1R14C,Hydrolase
PPP1R16A,Hydrolase
PPP1R16B,Hydrolase
PPP1R1A,Hydrolase
PPP1R1C,Hydrolase
PPP1R2,Hydrolase
PPP1R2P3,Hydrolase
PPP1R2P9,Hydrolase
PPP1R3E,Hydrolase
PPP1R3D,Hydrolase
PPP1R3G,Hydrolase
PPP1R7,Hydrolase
LRRC9,Hydrolase
PPP1R9B,Hydrolase
PPP1R9A,Hydrolase
PPP4C,Transferase
PPP2CA,Transferase
PPP2R1B,Transferase
PPP2R1A,Transferase
PPP3CB,Hydrolase
PPP3CA,Hydrolase
PPP3CC,Hydrolase
PPP6R2,Hydrolase
PPP6R1,Hydrolase
PPP6R3,Hydrolase
PPT2-EGFL8,Hydrolase
PRB2,Hydrolase
PRB1,Hydrolase
PRB3,Hydrolase
PRB4,Hydrolase
ARHGEF18,Transferase
AKAP13,Transferase
ARHGEF2,Transferase
ARHGEF28,Transferase
PRDM1,Transferase
ZNF683,Transferase
PRDM16,Transferase
MECOM,Transferase
PRDM9,Transferase
HKR1,Transferase
ZNF133,Transferase
ZNF169,Transferase
ZNF337,Transferase
ZNF343,Transferase
ZNF589,Transferase
PRKAB2,Transferase
PRKAB1,Transferase
PRKACB,Transferase
PRKACA,Transferase
PRKACG,Transferase
PRKG1,Transferase
PRKG2,Transferase
PRKX,Transferase
PRKAG1,Transferase
PRKAG2,Transferase
PRKAG3,Transferase
PRKAR2A,Transferase
PRKAR1A,Transferase
PRKAR1B,Transferase
PRKAR2B,Transferase
PRKD1,Transferase
PRKD2,Transferase
PRKD3,Transferase
PRMT1,Transferase
CARM1,Transferase
PRMT6,Transferase
PRMT3,Transferase
PRMT8,Transferase
PRMT2,Transferase
TRIO,Transferase
ARHGEF25,Transferase
KALRN,Transferase
PRR3,Hydrolase
PPP1R10,Hydrolase
PRSS22,Hydrolase
PRSS21,Hydrolase
PRSS27,Hydrolase
PRSS33,Hydrolase
PRSS41,Hydrolase
PRSS42,Hydrolase
PRSS45,Hydrolase
PRSS48,Hydrolase
PRSS8,Hydrolase
TPSG1,Hydrolase
PRSS50,Hydrolase
TPSAB1,Hydrolase
TPSB2,Hydrolase
TPSD1,Hydrolase
ABL2,Transferase
ABL1,Transferase
CSK,Transferase
MATK,Transferase
TEC,Transferase
TXK,Transferase
BTK,Transferase
BMX,Transferase
ITK,Transferase
FER,Transferase
FES,Transferase
PSMA7,Hydrolase
PSMA8,Hydrolase
PSMB5,Hydrolase
PSMB11,Hydrolase
PSMB8,Hydrolase
PSMB9,Hydrolase
PSMB6,Hydrolase
PSMB10,Hydrolase
PSMB7,Hydrolase
PSME1,Hydrolase
